time,predictions,gps_updates,interpolations,timing_violations,imu_read_count,imu_error_count,imu_actual_rate,gps_read_count,gps_error_count,gps_actual_rate,imu_buffer_overruns,gps_buffer_overruns
1749665823.359566,23,23,0,1,202,0,50.002205469134275,108,0,16.729902497345307,0,0
1749665823.4164908,24,24,0,1,204,0,49.80186374181279,108,0,16.729902497345307,0,0
1749665823.4613419,25,25,0,1,206,0,50.04667821053496,108,0,16.729902497345307,0,0
1749665823.5162103,26,26,0,1,209,0,49.573889289695714,109,0,15.597971889984628,0,0
1749665823.5698538,27,27,0,1,210,0,49.50169077210903,109,0,15.597971889984628,0,0
1749665823.620895,28,28,0,1,212,0,48.95741340570195,109,0,15.597971889984628,0,0
1749665823.6712825,29,29,0,1,216,0,50.10446633293188,109,0,15.597971889984628,0,0
1749665823.7185392,30,30,0,1,217,0,50.638660068261856,110,0,14.675979674856489,0,0
1749665823.7646472,31,31,0,1,220,0,50.55222555891474,110,0,14.675979674856489,0,0
1749665823.8089936,32,32,0,1,222,0,50.78841052273155,110,0,14.675979674856489,0,0
1749665823.8530648,33,33,0,1,225,0,50.67791601028177,110,0,14.675979674856489,0,0
1749665823.8979352,34,34,0,1,226,0,50.3786654008453,111,0,13.854141721495122,0,0
1749665823.9406316,35,35,0,1,228,0,50.76555541650035,111,0,13.854141721495122,0,0
1749665823.983521,36,36,0,1,230,0,50.050022529230716,111,0,13.854141721495122,0,0
1749665824.0255888,37,37,0,1,232,0,49.99518440854524,111,0,13.854141721495122,0,0
1749665824.0664103,38,38,0,1,234,0,50.04738286909417,111,0,13.854141721495122,0,0
1749665824.1102884,39,39,0,1,237,0,49.68639660422714,112,0,13.133851046370157,0,0
1749665824.1564574,40,40,0,1,239,0,50.139421480351764,112,0,13.133851046370157,0,0
1749665824.2010152,41,41,0,1,242,0,49.75107287992048,112,0,13.133851046370157,0,0
1749665824.2580726,42,42,0,1,245,0,49.478507900533934,112,0,13.133851046370157,0,0
1749665824.3121085,43,43,0,1,247,0,49.49912031544964,113,0,12.47317821678359,0,0
1749665824.3502233,44,44,0,1,249,0,49.78856232829295,113,0,12.47317821678359,0,0
1749665824.3914402,45,45,0,1,251,0,49.84155005730056,113,0,12.47317821678359,0,0
1749665824.4336095,46,46,0,1,253,0,50.221285720204136,113,0,12.47317821678359,0,0
1749665824.4775536,47,47,0,1,256,0,50.59217747713626,113,0,12.47317821678359,0,0
1749665824.5166466,48,48,0,1,257,0,51.08488440355351,114,0,11.88322958123803,0,0
1749665824.5490282,49,49,0,1,260,0,51.77271032836381,114,0,11.88322958123803,0,0
1749665824.5900419,50,50,0,1,262,0,52.46824300167651,114,0,11.88322958123803,0,0
1749665824.6293378,51,51,0,1,263,0,52.488203524338665,114,0,11.88322958123803,0,0
1749665824.6667805,52,52,0,1,265,0,51.53462276048286,114,0,11.88322958123803,0,0
1749665824.69807,53,53,0,1,267,0,51.363331884226575,115,0,11.331639708288431,0,0
1749665824.7366426,54,54,0,1,268,0,51.66667775313297,115,0,11.331639708288431,0,0
1749665824.7744012,55,55,0,1,270,0,51.3809497559153,115,0,11.331639708288431,0,0
1749665824.813755,56,56,0,1,272,0,51.46832387402488,115,0,11.331639708288431,0,0
1749665824.852435,57,57,0,1,274,0,51.615469243397165,115,0,11.331639708288431,0,0
