time,predictions,gps_updates,interpolations,timing_violations,imu_read_count,imu_error_count,imu_actual_rate,gps_read_count,gps_error_count,gps_actual_rate,imu_buffer_overruns,gps_buffer_overruns
1749665425.0325305,22,22,0,1,201,0,49.78212108688546,108,0,16.42631444266547,0,0
1749665425.0888593,23,23,0,1,204,0,49.52024102354249,108,0,16.42631444266547,0,0
1749665425.1332774,24,24,0,1,205,0,49.18637282069384,108,0,16.42631444266547,0,0
1749665425.1885862,25,25,0,1,207,0,49.31357515848215,108,0,16.42631444266547,0,0
1749665425.2406836,26,26,0,1,210,0,50.00569885350512,109,0,15.41227870523607,0,0
1749665425.290277,27,27,0,1,213,0,49.77549248532358,109,0,15.41227870523607,0,0
1749665425.3403988,28,28,0,1,215,0,49.8084757098559,109,0,15.41227870523607,0,0
1749665425.3915067,29,29,0,1,219,0,49.98030246735131,109,0,15.41227870523607,0,0
1749665425.4402647,30,30,0,1,221,0,49.80991898458783,110,0,14.506482620390582,0,0
1749665425.489415,31,31,0,1,222,0,50.529278112553826,110,0,14.506482620390582,0,0
1749665425.5341907,32,32,0,1,224,0,50.31994156879343,110,0,14.506482620390582,0,0
1749665425.5808501,33,33,0,1,226,0,49.849831433258245,110,0,14.506482620390582,0,0
1749665425.6213803,34,34,0,1,229,0,49.7721020650484,111,0,13.711085926907492,0,0
1749665425.665282,35,35,0,1,231,0,49.91337788638234,111,0,13.711085926907492,0,0
1749665425.7050934,36,36,0,1,233,0,49.511133649596125,111,0,13.711085926907492,0,0
1749665425.7352016,37,37,0,1,234,0,49.41980126997563,111,0,13.711085926907492,0,0
1749665425.7763438,38,38,0,1,236,0,49.33499041719038,111,0,13.711085926907492,0,0
1749665425.8160865,39,39,0,1,238,0,48.66957425215696,111,0,13.711085926907492,0,0
1749665425.8581727,40,40,0,1,241,0,49.177837574819584,112,0,12.975375055204765,0,0
1749665425.9004056,41,41,0,1,243,0,49.28068804671574,112,0,12.975375055204765,0,0
1749665425.9423704,42,42,0,1,244,0,49.42965564381172,112,0,12.975375055204765,0,0
1749665425.984203,43,43,0,1,247,0,49.296025270080094,112,0,12.975375055204765,0,0
1749665426.024662,44,44,0,1,249,0,49.69532127698951,112,0,12.975375055204765,0,0
1749665426.0663562,45,45,0,1,251,0,49.7584151349525,113,0,12.330680047983272,0,0
1749665426.1111667,46,46,0,1,253,0,50.25123797903547,113,0,12.330680047983272,0,0
1749665426.1516466,47,47,0,1,255,0,50.82320598240535,113,0,12.330680047983272,0,0
1749665426.1946251,48,48,0,1,258,0,51.822886807447325,113,0,12.330680047983272,0,0
1749665426.2335677,49,49,0,1,260,0,51.47328847766695,114,0,11.75041287352973,0,0
1749665426.280852,50,50,0,1,261,0,51.39701771855445,114,0,11.75041287352973,0,0
1749665426.3143308,51,51,0,1,263,0,51.13301275721308,114,0,11.75041287352973,0,0
1749665426.3551345,52,52,0,1,265,0,51.047493121745404,114,0,11.75041287352973,0,0
1749665426.3969457,53,53,0,1,268,0,50.88654336531973,114,0,11.75041287352973,0,0
1749665426.4514875,54,54,0,1,270,0,51.029457460163044,115,0,11.217408755641461,0,0
1749665426.4932933,55,55,0,1,273,0,51.558226456721634,115,0,11.217408755641461,0,0
1749665426.5491738,56,56,0,1,276,0,52.005462533610775,115,0,11.217408755641461,0,0
1749665426.6006932,57,57,0,1,278,0,51.50008607282719,115,0,11.217408755641461,0,0
1749665426.6402798,58,58,0,1,280,0,51.23220774779067,116,0,10.719920037339627,0,0
1749665426.681773,59,59,0,1,281,0,51.2686419023908,116,0,10.719920037339627,0,0
1749665426.712908,60,60,0,1,283,0,51.13022023166626,116,0,10.719920037339627,0,0
1749665426.7570026,61,61,0,1,285,0,50.48551168424986,116,0,10.719920037339627,0,0
1749665426.7966292,62,62,0,1,286,0,50.639540457142665,116,0,10.719920037339627,0,0
1749665426.833814,63,63,0,1,288,0,51.19155139434995,116,0,10.719920037339627,0,0
1749665426.8729885,64,64,0,1,291,0,51.35251546646718,117,0,10.278409029366525,0,0
1749665426.9080665,65,65,0,1,292,0,51.661128545101924,117,0,10.278409029366525,0,0
1749665426.9418879,66,66,0,1,294,0,51.895226257427694,117,0,10.278409029366525,0,0
1749665426.979071,67,67,0,1,296,0,51.716597802512155,117,0,10.278409029366525,0,0
1749665427.018015,68,68,0,1,298,0,51.69774222716565,117,0,10.278409029366525,0,0
1749665427.0595088,69,69,0,1,300,0,51.19505047851819,118,0,9.872979228371257,1,0
1749665427.1015642,70,70,0,1,302,0,50.40112494271102,118,0,9.872979228371257,3,0
1749665427.137277,71,71,0,1,303,0,50.30128212200859,118,0,9.872979228371257,4,0
1749665427.18332,72,72,0,1,305,0,49.48188178910873,118,0,9.872979228371257,6,0
1749665427.2204587,73,73,0,1,307,0,49.47777247725296,118,0,9.872979228371257,8,0
1749665427.2645159,74,74,0,1,308,0,49.49556885096943,119,0,9.496104479463728,9,0
1749665427.3037639,75,75,0,1,310,0,49.13253507145724,119,0,9.496104479463728,11,0
1749665427.3502643,76,76,0,1,312,0,49.642256061621055,119,0,9.496104479463728,13,0
1749665427.3853369,77,77,0,1,314,0,49.51526019599255,119,0,9.496104479463728,15,0
1749665427.4292705,78,78,0,1,316,0,49.539870090693675,119,0,9.496104479463728,17,0
