time,predictions,gps_updates,interpolations,timing_violations,imu_read_count,imu_error_count,imu_actual_rate,gps_read_count,gps_error_count,gps_actual_rate,imu_buffer_overruns,gps_buffer_overruns
1749663506.3964164,22,22,0,1,201,0,49.4233418692594,109,0,16.31287078560265,0,0
1749663506.4579895,23,23,0,2,203,0,49.39830069913433,109,0,16.31287078560265,0,0
1749663506.5013435,24,24,0,2,205,0,49.32611347335572,109,0,16.31287078560265,0,0
1749663506.5514154,25,25,0,2,207,0,49.269816448582674,109,0,16.31287078560265,0,0
1749663506.5922117,26,26,0,2,209,0,50.23261740873573,109,0,16.31287078560265,0,0
1749663506.6419475,27,27,0,2,211,0,50.122249271881905,110,0,15.30049430074185,0,0
1749663506.687655,28,28,0,2,213,0,50.22225990015667,110,0,15.30049430074185,0,0
1749663506.723915,29,29,0,2,215,0,49.98817723469333,110,0,15.30049430074185,0,0
1749663506.771421,30,30,0,2,217,0,49.71340415182327,110,0,15.30049430074185,0,0
1749663506.8223755,31,31,0,2,219,0,48.89815744018862,111,0,14.390460303529558,0,0
1749663506.870809,32,32,0,2,222,0,48.28470485033862,111,0,14.390460303529558,0,0
1749663506.9159925,33,33,0,2,223,0,48.397862986510965,111,0,14.390460303529558,0,0
1749663506.9614403,34,34,0,2,226,0,49.331114338976874,111,0,14.390460303529558,0,0
1749663507.0050902,35,35,0,2,229,0,49.77064916917282,111,0,14.390460303529558,0,0
1749663507.0484228,36,36,0,2,230,0,49.68147645394255,112,0,13.573383805143052,0,0
1749663507.092365,37,37,0,2,232,0,48.812455980035125,112,0,13.573383805143052,0,0
1749663507.1378949,38,38,0,2,235,0,48.65179117018913,112,0,13.573383805143052,0,0
1749663507.1791942,39,39,0,2,237,0,48.50655959143645,112,0,13.573383805143052,0,0
1749663507.2235456,40,40,0,2,238,0,48.43012999441374,112,0,13.573383805143052,0,0
1749663507.2664025,41,41,0,2,241,0,48.22396002921282,113,0,12.881367883690599,0,0
1749663507.3066,42,42,0,2,242,0,48.437646881656946,113,0,12.881367883690599,0,0
1749663507.3456159,43,43,0,2,244,0,48.81525104164242,113,0,12.881367883690599,0,0
1749663507.3884518,44,44,0,2,246,0,49.31402740128033,113,0,12.881367883690599,0,0
1749663507.4305463,45,45,0,2,248,0,48.85331161611209,113,0,12.881367883690599,0,0
1749663507.4732,46,46,0,2,251,0,49.44065618107218,114,0,12.231754237132435,0,0
1749663507.5131478,47,47,0,2,253,0,49.90536040385906,114,0,12.231754237132435,0,0
1749663507.567594,48,48,0,2,256,0,49.66265234282034,114,0,12.231754237132435,0,0
1749663507.6214678,49,49,0,2,258,0,49.88354214556471,114,0,12.231754237132435,0,0
1749663507.6632328,50,50,0,2,260,0,50.3806986482039,115,0,11.651498222955844,0,0
1749663507.7015884,51,51,0,2,262,0,50.73406655720644,115,0,11.651498222955844,0,0
1749663507.7394361,52,52,0,2,264,0,50.560513196615275,115,0,11.651498222955844,0,0
1749663507.7775464,53,53,0,2,265,0,50.63185031634766,115,0,11.651498222955844,0,0
1749663507.8061862,54,54,0,2,267,0,50.629662293002575,115,0,11.651498222955844,0,0
1749663507.842047,55,55,0,2,269,0,51.26662408202848,116,0,11.12818748124543,0,0
1749663507.8794963,56,56,0,2,271,0,51.77966423926446,116,0,11.12818748124543,0,0
1749663507.917796,57,57,0,2,273,0,51.92863635677068,116,0,11.12818748124543,0,0
1749663507.955555,58,58,0,2,275,0,51.65625488014006,116,0,11.12818748124543,0,0
1749663507.993512,59,59,0,2,277,0,51.45041883542555,116,0,11.12818748124543,0,0
1749663508.0312126,60,60,0,2,279,0,51.49954225947012,116,0,11.12818748124543,0,0
1749663508.07231,61,61,0,2,281,0,51.92749199230627,117,0,10.646950032362453,0,0
1749663508.1116874,62,62,0,2,283,0,52.16767470426779,117,0,10.646950032362453,0,0
1749663508.1529357,63,63,0,2,285,0,52.015304338163766,117,0,10.646950032362453,0,0
1749663508.1952682,64,64,0,2,287,0,52.175591852738656,117,0,10.646950032362453,0,0
1749663508.2353046,65,65,0,2,290,0,52.51259697662545,117,0,10.646950032362453,0,0
1749663508.2763033,66,66,0,2,292,0,52.55660452304892,118,0,10.21667176651282,0,0
1749663508.313913,67,67,0,2,293,0,52.66942024639565,118,0,10.21667176651282,0,0
1749663508.3519523,68,68,0,2,295,0,52.41910246604378,118,0,10.21667176651282,0,0
1749663508.392623,69,69,0,2,297,0,52.72337869762832,118,0,10.21667176651282,0,0
1749663508.425853,70,70,0,2,299,0,51.824154631871295,119,0,9.820141481265422,0,0
