timestamp_unix,timestamp_readable,temp_c,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1749734582.2150784,2025-06-12 20:23:02.215,27.68294117647059,2.3151930053710936,-4.927267016601562,8.762778076171875,-110.1526717557252,25.984732824427482,123.3969465648855
1749734582.2251623,2025-06-12 20:23:02.225,27.635882352941177,-3.5529952636718747,1.678335363769531,6.246472131347656,21.00763358778626,-38.969465648854964,103.61832061068702
1749734582.2347991,2025-06-12 20:23:02.234,27.68294117647059,-4.1946413085937495,2.1787235107421874,7.570465649414062,106.67175572519083,32.61832061068702,0.061068702290076333
1749734582.2444186,2025-06-12 20:23:02.244,27.635882352941177,1.3311761230468748,-3.526659045410156,12.562376110839843,110.8854961832061,-22.984732824427482,-0.5190839694656488
1749734582.2540696,2025-06-12 20:23:02.254,27.588823529411766,-6.057330200195312,-3.1579519897460937,7.345410693359375,122.50381679389314,8.923664122137405,-1.5801526717557253
1749734582.2636857,2025-06-12 20:23:02.263,27.588823529411766,2.0781670410156248,5.580884069824219,2.042254016113281,120.02290076335878,-43.64885496183206,-3.1755725190839694
1749734582.2733054,2025-06-12 20:23:02.273,27.68294117647059,-1.5035586425781249,-0.09816226806640624,9.471461767578125,112.08396946564885,15.51908396946565,-1.2366412213740459
1749734582.2829533,2025-06-12 20:23:02.282,27.635882352941177,6.198588098144531,-3.3542765258789062,14.204798449707031,115.32824427480917,-4.374045801526718,-0.9389312977099237
1749734582.2928014,2025-06-12 20:23:02.292,27.588823529411766,-3.8091748413085935,-0.4213794921875,6.993463049316406,120.12977099236642,-21.66412213740458,-6.633587786259542
1749734582.30247,2025-06-12 20:23:02.302,27.494705882352942,-2.3343466186523436,9.923965881347655,2.8131869506835936,124.68702290076335,25.259541984732824,-14.885496183206106
1749734582.3122323,2025-06-12 20:23:02.312,27.635882352941177,6.962338427734375,-1.5227122558593749,13.4458365234375,107.42748091603053,34.44274809160305,-2.633587786259542
1749734582.322052,2025-06-12 20:23:02.322,27.68294117647059,0.6272808349609375,-5.104437939453125,12.770671655273437,122.29007633587786,12.198473282442748,-3.717557251908397
1749734582.3318694,2025-06-12 20:23:02.331,27.635882352941177,1.0582371337890624,-2.530671154785156,8.655039001464843,119.04580152671755,-21.69465648854962,-3.5267175572519083
1749734582.343728,2025-06-12 20:23:02.343,27.635882352941177,-6.1267620483398435,3.42849677734375,1.2378022583007813,115.64885496183206,-16.0,-0.5954198473282443
1749734582.3537886,2025-06-12 20:23:02.353,27.73,0.86191259765625,0.6679822631835937,9.052476477050782,114.36641221374046,-8.16793893129771,-4.442748091603053
1749734582.3638785,2025-06-12 20:23:02.363,27.635882352941177,-1.9608511596679685,-2.35589443359375,13.134590307617186,122.34351145038168,-34.12213740458015,-0.5648854961832062
1749734582.3739166,2025-06-12 20:23:02.373,27.68294117647059,0.6871358764648438,-0.17477672119140625,11.326968054199218,121.2442748091603,43.97709923664122,-3.2900763358778624
1749734582.384067,2025-06-12 20:23:02.384,27.68294117647059,1.8555062866210936,4.007893579101562,4.948814831542968,110.89312977099236,4.404580152671755,-3.763358778625954
1749734582.3941982,2025-06-12 20:23:02.394,27.588823529411766,0.37828386230468747,-0.3591302490234375,9.011775048828124,103.94656488549619,-36.54961832061068,-10.732824427480915
1749734582.4039865,2025-06-12 20:23:02.403,27.68294117647059,-3.0550013183593747,-1.446097802734375,5.614402893066406,117.78625954198473,-48.57251908396947,-4.961832061068702
1749734582.4137802,2025-06-12 20:23:02.413,27.68294117647059,1.0031704956054688,-2.868253588867187,9.253589416503905,119.23664122137404,31.49618320610687,0.04580152671755725
1749734582.4238517,2025-06-12 20:23:02.423,27.73,0.8738836059570312,5.176263989257812,2.674323254394531,106.45038167938931,-18.786259541984734,0.5648854961832062
1749734582.4337966,2025-06-12 20:23:02.433,27.68294117647059,-10.081983190917969,-2.1356278808593747,4.390965844726562,118.73282442748092,2.045801526717557,-7.694656488549619
1749734582.443529,2025-06-12 20:23:02.443,27.73,-0.2705447875976562,-4.388571643066406,17.33402001953125,123.87786259541984,41.02290076335878,-3.877862595419847
1749734582.4551332,2025-06-12 20:23:02.455,27.73,-0.3950432739257812,2.91134921875,13.026851232910156,115.45801526717557,22.35114503816794,2.3282442748091605
1749734582.4655454,2025-06-12 20:23:02.465,27.635882352941177,-1.01514150390625,0.8020575561523438,2.748543505859375,108.54198473282443,14.083969465648854,-0.48854961832061067
1749734582.475792,2025-06-12 20:23:02.475,27.73,1.7286135986328124,1.8243816650390623,11.918335864257811,108.74045801526718,-17.099236641221374,-4.251908396946565
1749734582.4857192,2025-06-12 20:23:02.485,27.73,-2.437297290039062,-5.9783215454101555,11.461043347167967,117.30534351145039,-0.35877862595419846,2.5267175572519083
1749734582.4962866,2025-06-12 20:23:02.496,27.777058823529412,3.0526071166992184,-1.0558429321289062,12.655749975585938,124.06870229007633,30.38167938931298,-6.435114503816794
1749734582.5059495,2025-06-12 20:23:02.505,27.73,-0.28490999755859375,6.160280871582031,5.348646508789062,118.95419847328245,71.93129770992367,-17.519083969465647
1749734582.5159166,2025-06-12 20:23:02.515,27.73,10.098742602539062,5.604826086425781,16.4338001953125,112.63358778625954,-39.25954198473283,-10.580152671755725
1749734582.525703,2025-06-12 20:23:02.525,27.777058823529412,-0.18914193115234373,-0.39264907226562495,8.413224633789062,123.1145038167939,-42.908396946564885,-15.13740458015267
1749734582.53561,2025-06-12 20:23:02.535,27.777058823529412,0.6248866333007812,3.6056677001953124,5.743689782714843,124.41221374045801,36.87786259541985,-11.01526717557252
1749734582.5454335,2025-06-12 20:23:02.545,27.777058823529412,-0.1484405029296875,1.0007762939453124,12.933477368164061,120.09160305343511,54.404580152671755,1.6946564885496183
1749734582.5553427,2025-06-12 20:23:02.555,27.824117647058827,8.482656481933594,-5.8083332275390624,7.44357296142578,102.83969465648855,-61.54961832061068,-3.572519083969466
1749734582.5651386,2025-06-12 20:23:02.565,27.777058823529412,1.5658078857421873,-3.0933085449218747,9.576806640625,118.04580152671755,-24.81679389312977,-6.603053435114504
1749734582.5776699,2025-06-12 20:23:02.577,27.635882352941177,-0.02633621826171875,4.781220715332031,4.2880151733398435,122.0381679389313,19.801526717557252,6.687022900763359
1749734582.587757,2025-06-12 20:23:02.587,27.824117647058827,-7.4699091796875,0.076614453125,3.5601778686523438,108.61832061068702,0.9236641221374046,-1.8931297709923665
1749734582.5977192,2025-06-12 20:23:02.597,27.73,-8.0828248046875,-4.96078583984375,9.93354268798828,120.30534351145039,-79.49618320610686,-3.9770992366412212
1749734582.6076467,2025-06-12 20:23:02.607,27.777058823529412,-6.622361791992187,-0.6607996582031249,5.719747766113281,127.67175572519083,66.87022900763358,0.8549618320610687
1749734582.6179316,2025-06-12 20:23:02.617,27.777058823529412,4.280832568359375,2.89219560546875,3.689464758300781,114.1526717557252,27.297709923664122,-5.603053435114504
1749734582.6288264,2025-06-12 20:23:02.628,27.73,10.321403356933594,-0.7972691528320313,15.78197879333496,104.29770992366412,-16.427480916030536,-8.908396946564885
1749734582.6391644,2025-06-12 20:23:02.639,27.635882352941177,14.202404248046873,6.742071875,11.951256137084961,133.45801526717557,7.122137404580153,4.030534351145038
1749734582.6499877,2025-06-12 20:23:02.649,27.824117647058827,-5.971138940429687,8.413224633789062,5.164292980957031,120.85496183206106,-19.106870229007633,-1.83206106870229
1749734582.660747,2025-06-12 20:23:02.660,27.777058823529412,-7.556100439453124,4.007893579101562,-3.5027170288085934,100.43511450381679,36.82442748091603,-4.0534351145038165
1749734582.6707284,2025-06-12 20:23:02.670,27.777058823529412,4.647145422363281,-4.005499377441406,19.61270144958496,114.6412213740458,5.587786259541985,-1.9312977099236641
1749734582.6829598,2025-06-12 20:23:02.682,27.824117647058827,-0.15322890625,8.17859287109375,5.142745166015625,123.99236641221374,18.366412213740457,-7.572519083969466
1749734582.6931672,2025-06-12 20:23:02.693,27.777058823529412,-0.55545478515625,3.6439749267578123,2.6862942626953124,104.85496183206106,3.8931297709923665,-8.778625954198473
1749734582.7030082,2025-06-12 20:23:02.703,27.87117647058824,2.6408044311523438,-6.868964562988281,6.4643444824218745,103.64885496183206,-27.33587786259542,4.061068702290076
1749734582.712719,2025-06-12 20:23:02.712,27.777058823529412,-9.490615380859374,-3.842693664550781,8.997409838867187,125.91603053435115,-7.702290076335878,8.954198473282442
1749734582.7225313,2025-06-12 20:23:02.722,27.777058823529412,1.8602946899414061,-1.0678139404296874,12.119448803710936,121.46564885496183,18.16030534351145,-6.297709923664122
